id,owner_id,name,access_token,model,is_active,created_at,updated_at,total_distance,total_distance_updated_at
"01JDG82GE0QR7MQR61SEXA8W7J","01JDFEDF008NTA922W12FS7800",SS-11-7018,1be11cf3b27be2b32a0d7075acee498fad2d7e5e33578708f92d289343db364d,StyleSit,"0","2024-11-24 23:28:24.000000","2024-11-24 23:28:24.000000",400,"2024-11-26 08:51:23.000000"
"01JDGA8FP8FAGPKV01EE2WY58P","01JDFEDF008NTA922W12FS7800",AS-14-9316,9f90983cef8fca64e24d3f64731ba10e6bf84efddc67d9cb0a1e54849d6019b6,AeroSeat,"0","2024-11-25 00:06:37.000000","2024-11-25 00:06:37.000000",80,"2024-11-26 05:55:08.000000"
"01JDGBAZ6RQQWF0J8XGSK2SSXA","01JDFEDF008NTA922W12FS7800",AS-LT02-4890,5fe1163a306efaf69bdb5d727a414a2ab3dc03429866b666de6d86bb8eef7efa,エアシェル ライト,"0","2024-11-25 00:25:27.000000","2024-11-25 00:25:27.000000","0",
"01JDGBBVH0WQG2RBSGZAP9F1GH","01JDFEDF008NTA922W12FS7800",OP-43-639,157e929f7b7064163f063949d7faffd82f64e734402a079db2a370f6bcb31e7e,オブシディアン PRIME,"0","2024-11-25 00:25:56.000000","2024-11-25 00:25:56.000000","0",
"01JDGBCZN814W0NXW13CYR18XZ","01JDFEDF008NTA922W12FS7800",OP-43-7200,325746400c3b1b8e7b2527f6d23b2a919795461abfd1038af8553feb9a37357e,オブシディアン PRIME,"0","2024-11-25 00:26:33.000000","2024-11-25 00:26:33.000000",296,"2024-11-26 08:13:54.000000"
"01JDGBXQSGCKDDRRE184N7K7G5","01JDFEDF008NTA922W12FS7800",MC-R30-996,204342d93e61c49b32aabee5e8e50b630125f0509d7206ba0fc851387693826d,モーションチェア RISE,"0","2024-11-25 00:35:42.000000","2024-11-25 00:35:42.000000",168,"2024-11-26 13:09:35.000000"
"01JDGC72M02NS31M9HXYTN3AN6","01JDFEDF008NTA922W12FS7800",TZ-PL51-9463,aa8bde6d57068919b5aadbdbd17c9b10b0cb8b5efed9ab5fe7ddb7478ac792ca,匠座 PRO LIMITED,"0","2024-11-25 00:40:48.000000","2024-11-25 00:40:48.000000",158,"2024-11-26 10:19:16.000000"
"01JDGDAS6GM14P09XWYWAF7SWV","01JDFEDF008NTA922W12FS7800",FC-P18-9254,ff5ea818fd99cec63a204035b2e3bc726c92f399e961453b492d7fe1b1bfb036,フレックスコンフォート PRO,"0","2024-11-25 01:00:18.000000","2024-11-25 01:00:18.000000",182,"2024-11-26 06:41:11.000000"
"01JDGDRQFRGX8GM3CR68ZZM0A8","01JDFEDF008NTA922W12FS7800",ES-08-5733,9cf42703d4c0ddd7ac68a18942f6dace48c89ecde11edea78b407d6214e5d778,EasySit,"0","2024-11-25 01:07:55.000000","2024-11-25 01:07:55.000000",74,"2024-11-26 08:50:59.000000"
"01JDGDT4D8YYDPX14E79Q0EPNE","01JDFEDF008NTA922W12FS7800",FC-P18-3655,13f4cb245b32a0e5f209d5d614dba45ac6bbbdb7a2f92eaedaaab0c75c69e85d,フレックスコンフォート PRO,"0","2024-11-25 01:08:41.000000","2024-11-25 01:08:41.000000",12,"2024-11-26 01:00:07.000000"
"01JDGEKKV0J0S5KS9C852QYCK3","01JDFEDF008NTA922W12FS7800",GA-31-2152,54ae71eae0bf4d7c190e39fba7cb091b34f8b650a962375ab000f25673de1625,雅楽座,"0","2024-11-25 01:22:36.000000","2024-11-25 01:22:36.000000",486,"2024-11-25 18:37:46.000000"
"01JDGFHGW0Z32WC9Z8ZFZ43SV4","01JDFEDF008NTA922W12FS7800",ES-08-268,8f494144e49e1649975783a51339278e4cdcbb11afb78af687ff862298d6fe4a,EasySit,"0","2024-11-25 01:38:56.000000","2024-11-25 01:38:56.000000",200,"2024-11-25 23:10:02.000000"
"01JDGFKZ009K2JHAN9JFMV5VQZ","01JDFEDF008NTA922W12FS7800",SG-S120-9146,77e53453358ce80b4894f1d353ebfa7958985225d6355a3b2541cd3c37a8f400,ストリームギア S1,"0","2024-11-25 01:40:16.000000","2024-11-25 01:40:16.000000",122,"2024-11-25 22:11:02.000000"
"01JDGFTB38REM072NY9Y3VN169","01JDFEDF008NTA922W12FS7800",PE-X129-807,52da683c66232ac418acda55fabf679e5afe8ea1ac9661c24df43d6d80020e5e,プロゲーマーエッジ X1,"0","2024-11-25 01:43:45.000000","2024-11-25 01:43:45.000000",170,"2024-11-26 10:50:45.000000"
"01JDGG1Y8GEX90HRBG65QCY58B","01JDFEDF008NTA922W12FS7800",NS-BE44-9855,d2ec8beb6565171234d429e974b486456c816e15ef64b3e7677339c9371205bc,ナイトシート ブラックエディション,"0","2024-11-25 01:47:54.000000","2024-11-25 01:47:54.000000",174,"2024-11-26 04:10:01.000000"
"01JDGG7860A965P9Y06WE9X4CG","01JDFEDF008NTA922W12FS7800",LL-06-7409,d31883fe426efcda9d3f80640245ebc8dd006fd7abcc1e82c3fb498bd08414b3,LiteLine,"0","2024-11-25 01:50:48.000000","2024-11-25 01:50:48.000000",213,"2024-11-25 21:46:26.000000"
"01JDGJBGR869BEHSKVV3XWGD1Y","01JDFEDF008NTA922W12FS7800",IC-LX38-8257,d417920eb595e90deea4e3501c17d78133e4a0307e731de1dc91b55bd37f31a7,インペリアルクラフト LUXE,"0","2024-11-25 02:28:05.000000","2024-11-25 02:28:05.000000",232,"2024-11-26 04:42:23.000000"
"01JDGJVMC86FW9DBNSWAF2N09Q","01JDFEDF008NTA922W12FS7800",FC-P18-6994,4fee0a63afb8a51f0b9fd563cb8cd3c1b7e3077271a6080110951234fdf74383,フレックスコンフォート PRO,"0","2024-11-25 02:36:53.000000","2024-11-25 02:36:53.000000",21,"2024-11-26 03:42:48.000000"
"01JDGKAE0GFR1NHYJARFMWP4G0","01JDFEDF008NTA922W12FS7800",ES-08-3538,dc0b8f190357fd6ce9b40e364c9bdf40c4151b7bda83bf5ff8536aef4a15d915,EasySit,"0","2024-11-25 02:44:58.000000","2024-11-25 02:44:58.000000",97,"2024-11-26 08:04:45.000000"
"01JDGMMRG89WYRMRXTX1RSYY2N","01JDFEDF008NTA922W12FS7800",EC-II12-8811,be1dbb3da2dc10ea9ae206aefd4e8a9bc81566fb1ec0b444418350e9eb4e7843,エルゴクレスト II,"0","2024-11-25 03:08:05.000000","2024-11-25 03:08:05.000000",66,"2024-11-26 02:17:07.000000"
"01JDGNYS7GV7R7KY9EQ82ZZ5YA","01JDFEDF008NTA922W12FS7800",BP-23-518,81a32295860fe2e11f7f9d9287740c45c4eeb09f1768facc2640d4a479093755,BalancePro,"0","2024-11-25 03:31:02.000000","2024-11-25 03:31:02.000000",123,"2024-11-26 15:03:21.000000"
"01JDGNZPH0NEMXQ92XQ6GX88K5","01JDFEDF008NTA922W12FS7800",VC-S50-9677,"0d4c210301ae07e72d0ae7fac488340cea6b974328fe4ed40db4c4e0c98cec67",ヴァーチェア SUPREME,"0","2024-11-25 03:31:32.000000","2024-11-25 03:31:32.000000",77,"2024-11-25 19:05:07.000000"
"01JDGP1E68X1036QJ01AA0DED5","01JDFEDF008NTA922W12FS7800",ZB-A53-3003,7434daa1f03d16d946cbbf2bf674fc75c6a24fe78484cad242b106e9bfe6c29a,ゼノバース ALPHA,"0","2024-11-25 03:32:29.000000","2024-11-25 03:32:29.000000",253,"2024-11-25 19:12:54.000000"
"01JDGQ2WG839FE9AB05G2ZZX9Z","01JDFEDF008NTA922W12FS7800",SF-01-7047,254fe2e8611cd3cba0143259124ece35315329c82906e928392910f4a2b899d2,スピンフレーム 01,"0","2024-11-25 03:50:45.000000","2024-11-25 03:50:45.000000","0",
"01JDGQ9N9R7EQFNJWDNF4J1PYX","01JDFEDF008NTA922W12FS7800",CB-09-6081,e40d1b41d4a3e221a4a1cb93ddcfbeb077e2b08145169bf9f1c8fadbe9a912e3,ComfortBasic,"0","2024-11-25 03:54:27.000000","2024-11-25 03:54:27.000000",127,"2024-11-26 09:58:04.000000"
"01JDGQCA8G5YGJBS3VC9CWAH85","01JDFEDF008NTA922W12FS7800",LT-34-1615,51503bc9890012617ff02834c144d5bd8c189406555a7145067a7acc205512b0,LuxeThrone,"0","2024-11-25 03:55:54.000000","2024-11-25 03:55:54.000000","0",
"01JDGR65D8ETP0QKTXGQE83K6H","01JDFEDF008NTA922W12FS7800",LL-06-1745,5d8bb93ede4cd711af9bce4ed584a2de52661bb528954220d3b7f807a8d81246,LiteLine,"0","2024-11-25 04:10:01.000000","2024-11-25 04:10:01.000000","0",
"01JDGR8HJRD2ZKX8S95HZD6MJW","01JDFEDF008NTA922W12FS7800",SS-11-9661,30bd3867c9d9f9a53b2261c99847d8940abcecec0d7daab4233d8f4487baccbe,StyleSit,"0","2024-11-25 04:11:19.000000","2024-11-25 04:11:19.000000",384,"2024-11-26 08:49:28.000000"
"01JDGSMCX0T1PQ6SN4PV7BZPG3","01JDFEDF008NTA922W12FS7800",LL-06-6348,d595c9d9457532aa1f285675536b0d54393bfde827c4e8541b249070106819b8,LiteLine,"0","2024-11-25 04:35:16.000000","2024-11-25 04:35:16.000000",109,"2024-11-25 19:26:51.000000"
"01JDGVF9NGKM3J327NKMFQBT0P","01JDFEDF008NTA922W12FS7800",ES-RG40-9513,d5de4a2677e3174b91e9aeeb8ef7a8927743a9fda667169ada38738f4fe4fe81,エコシート リジェネレイト,"0","2024-11-25 05:07:26.000000","2024-11-25 05:07:26.000000","0",
"01JDGVNB10C3F1XDRDCEQVWN3A","01JDFEDF008NTA922W12FS7800",PU-46-4742,3500cf476700b332192fea2c584baaad00cf9e5c145f1ccc636cb56db4023542,Phoenix Ultra,"0","2024-11-25 05:10:44.000000","2024-11-25 05:10:44.000000",251,"2024-11-26 00:29:31.000000"
"01JDGW0CHG4KP6RDB8GG8YYXVQ","01JDFEDF008NTA922W12FS7800",LC-48-4217,7d2026b9d86d817245c57300eddf21da0525a99063383bb9e0a82e7339a03598,Legacy Chair,"0","2024-11-25 05:16:46.000000","2024-11-25 05:16:46.000000",263,"2024-11-26 05:45:26.000000"
"01JDGW2D00GWZDCKCJSXMZBRYQ","01JDFEDF008NTA922W12FS7800",AS-LT02-4826,3241bb3ef5d5bb7498a17df317ad0e797e288125c9e9e5777717f865f5ba2a1b,エアシェル ライト,"0","2024-11-25 05:17:52.000000","2024-11-25 05:17:52.000000","0",
"01JDGWCH70CTHBW0FCTEV5TYEY","01JDFEDF008NTA922W12FS7800",LT-34-1716,b942506861560fd72e808c550160be4e3ae7879c6a921cb96423f94db4fd88da,LuxeThrone,"0","2024-11-25 05:23:24.000000","2024-11-25 05:23:24.000000","0",
"01JDGXEYS0S4ATK7V189P9SCMK","01JDFEDF008NTA922W12FS7800",PE-X129-296,9eb8473c8c121c53831ed96cd73a51b1d7c7176b76509105c83d8f5f86421a4e,プロゲーマーエッジ X1,"0","2024-11-25 05:42:12.000000","2024-11-25 05:42:12.000000",121,"2024-11-26 02:32:06.000000"
"01JDGY3B40ZQCKDJA11378RR1H","01JDFEDF008NTA922W12FS7800",TZ-PL51-7405,59f2441c80a4089a3c53ea162ce16cb44767be49abcbbc1284c37206946e066a,匠座 PRO LIMITED,"0","2024-11-25 05:53:20.000000","2024-11-25 05:53:20.000000",346,"2024-11-26 12:45:22.000000"
"01JDGYZW6R57APE4Z00CP9TRRF","01JDFEDF008NTA922W12FS7800",PE-X129-9812,77494ac42069cbe315060c6cd5096f92139a5d5c0611a29ce389157b5f788419,プロゲーマーエッジ X1,"0","2024-11-25 06:08:55.000000","2024-11-25 06:08:55.000000",56,"2024-11-25 18:47:18.000000"
"01JDH0RZBGZFRNFM79N1SSM99A","01JDFEDF008NTA922W12FS7800",AG-54-6220,bff915df39909da163cd0423ef8f228d7d1dbd6daa66e3d2dca93b5750197dc1,Aurora Glow,"0","2024-11-25 06:40:06.000000","2024-11-25 06:40:06.000000",166,"2024-11-26 08:42:29.000000"
"01JDH20VQ8VNMF4D1SSS3MDHWE","01JDFEDF008NTA922W12FS7800",SS-11-281,a7aeb9141a1e2a0bbd68ed7effd9e5ecaf9ef51630a8a064e46e4337e42d6f6b,StyleSit,"0","2024-11-25 07:01:53.000000","2024-11-25 07:01:53.000000","0",
"01JDH31AS8WV49A023FB4P8FBX","01JDFEDF008NTA922W12FS7800",LL-06-783,2142b7f47991d58a8de8cbbf626e33cf9e7607264985e3c5943b5dea08972ac8,LiteLine,"0","2024-11-25 07:19:37.000000","2024-11-25 07:19:37.000000",58,"2024-11-26 05:48:10.000000"
"01JDH393T09RCSDQXN9C192SMG","01JDFEDF008NTA922W12FS7800",AG-54-8766,27be1a15ed1e9ba3c1d34723ee4beffc6e41bcad0d832f90f8cab84bb36c0b4e,Aurora Glow,"0","2024-11-25 07:23:52.000000","2024-11-25 07:23:52.000000",58,"2024-11-26 12:08:59.000000"
"01JDH4KR28FBNHZY6YSQZ5B5TT","01JDFEDF008NTA922W12FS7800",SG-S120-3530,cfc53fb41e004a99c77e0a80d8a9437b7a16bec161a9fc497a0db1ad3d46840c,ストリームギア S1,"0","2024-11-25 07:47:09.000000","2024-11-25 07:47:09.000000",104,"2024-11-26 08:13:47.000000"
"01JDH4S2Z0ZJ4Z0967Y7DY5TVR","01JDFEDF008NTA922W12FS7800",ES-RG40-9085,204f8d4f987ef0913a70f6ab3a0108dac4377fbb1d41f30445a34069046a6984,エコシート リジェネレイト,"0","2024-11-25 07:50:04.000000","2024-11-25 07:50:04.000000",410,"2024-11-25 19:19:38.000000"
"01JDH4TFWG7DGM6K56726PT54N","01JDFEDF008NTA922W12FS7800",CB-09-894,4d7617c7ee2a4c93300496895e0992759620c69a58d7863df9d34be7d699e953,ComfortBasic,"0","2024-11-25 07:50:50.000000","2024-11-25 07:50:50.000000",289,"2024-11-26 11:24:07.000000"
"01JDH5K20RZAJBHGSPD9JFVN6M","01JDFEDF008NTA922W12FS7800",SG-S120-9750,905f6b71b655633813268ecce306960ad8061bc73e2b5300aec64c32af5d847e,ストリームギア S1,"0","2024-11-25 08:04:15.000000","2024-11-25 08:04:15.000000",77,"2024-11-26 03:54:26.000000"
"01JDH6951RR467D8V8ACW8XR3H","01JDFEDF008NTA922W12FS7800",ZC-36-4520,9f46df0d4ea4ea609988729f38cace4261ccadadc61e5cb7b931c70e4b9dcda9,ZenComfort,"0","2024-11-25 08:16:19.000000","2024-11-25 08:16:19.000000",362,"2024-11-26 01:32:13.000000"
"01JDH6CDHGJAJ2GWESA94B4Q9Z","01JDFEDF008NTA922W12FS7800",MC-R30-4269,fed49f8300d45b0fe87fbc8a43441e216e99f2f17dd98f912971f58855ad1d79,モーションチェア RISE,"0","2024-11-25 08:18:06.000000","2024-11-25 08:18:06.000000",87,"2024-11-25 23:25:33.000000"
"01JDH7ABHRJVN26B2JMB647AD8","01JDFEDF008NTA922W12FS7800",LA-C49-7585,983d7db414b309a86d9070ec364e5fb524ebae78a0b0f87ab4b1cf7ea566248e,ルミナスエアクラウン,"0","2024-11-25 08:34:27.000000","2024-11-25 08:34:27.000000",222,"2024-11-26 10:23:28.000000"
"01JDH7GNPGWHN8KCW3NYZNJ9C9","01JDFEDF008NTA922W12FS7800",BS-PL04-9798,20c1a779de8a0dbc29576c21ae24fe311ce948d0a05bfeeacb1020a7163ca708,ベーシックスツール プラス,"0","2024-11-25 08:37:54.000000","2024-11-25 08:37:54.000000",115,"2024-11-26 14:38:50.000000"
"01JDH9GQG880DZCRJ060703DTG","01JDFEDF008NTA922W12FS7800",ES-RG40-8130,70f832faabeabb141d7af9e0c2e4db113178e8200e40bfb4b2d906a6537ae2a9,エコシート リジェネレイト,"0","2024-11-25 09:12:53.000000","2024-11-25 09:12:53.000000","0",
"01JDHB13BG62ZW5ZFCJ2YC9YH0","01JDFEDF008NTA922W12FS7800",BP-23-5899,d1ee28b4151c98c393e404128d0bcabde0132b639e631d7e77b611d17b650121,BalancePro,"0","2024-11-25 09:39:18.000000","2024-11-25 09:39:18.000000",163,"2024-11-26 15:53:58.000000"
"01JDHBC3WR8WY7YR990CPZ2N16","01JDFEDF008NTA922W12FS7800",LA-C49-2201,f0411db70b8c8150a8853506a18de3707153137584b0ecea437b66b5c3563b4f,ルミナスエアクラウン,"0","2024-11-25 09:45:19.000000","2024-11-25 09:45:19.000000",147,"2024-11-25 18:15:07.000000"
"01JDHD164GPKBEX1DEGX6S6EPR","01JDFEDF008NTA922W12FS7800",GA-31-2133,b6880786291df105226acfdb3b433c4a0137d358ba4b02569fcf922ef02cd467,雅楽座,"0","2024-11-25 10:14:18.000000","2024-11-25 10:14:18.000000",646,"2024-11-26 14:49:14.000000"
"01JDHDZSM8TF6THD8MWRQTR8P3","01JDFEDF008NTA922W12FS7800",US-X37-7956,5b4e570ddb489d4bcd9fde5660c910e4b60ab916d94fb65b1c6e65080238d69c,アルティマシート X,"0","2024-11-25 10:31:01.000000","2024-11-25 10:31:01.000000",63,"2024-11-26 01:35:53.000000"
"01JDHE4D30APFK1ZSVMNT9FCZE","01JDFEDF008NTA922W12FS7800",ZC-36-1437,5f8ebf1b3f4ce91ab9bffffe7150f04fb5d10276866a89027ea1a629e5e8a44f,ZenComfort,"0","2024-11-25 10:33:32.000000","2024-11-25 10:33:32.000000",138,"2024-11-26 10:07:47.000000"
"01JDHFEDT89JEZ2Z2PTBFC9CDP","01JDFEDF008NTA922W12FS7800",RZ-07-903,8ce5e0577065cd0586a553f53ebad9506c927d315af416cd810cfaf27464a2d5,リラックス座,"0","2024-11-25 10:56:29.000000","2024-11-25 10:56:29.000000","0",
"01JDHGCPJ8SG27A2V9T98HEKA2","01JDFEDF008NTA922W12FS7800",PS-Z19-6434,d14a7f05181aaf015a3997e393d25ba76b32e1f183c3965651394a5d0ad3b154,プレイスタイル Z,"0","2024-11-25 11:13:01.000000","2024-11-25 11:13:01.000000",290,"2024-11-26 12:33:53.000000"
"01JDHGHDY0V1MFDJQJG11ES4W9","01JDFEDF008NTA922W12FS7800",AF-EZ15-9888,1ff7a71a767bac852f26856b208ad7ff427698112bd5e4dc13c9b0a0df6ec50f,エアフロー EZ,"0","2024-11-25 11:15:36.000000","2024-11-25 11:15:36.000000",241,"2024-11-25 22:47:23.000000"
"01JDHGZ4D8SX8B2CXHJWGTECDQ","01JDFEDF008NTA922W12FS7800",BP-23-4820,78d88c5e5166ebfa107403ac2cf83308a706df8a211a4a4cb06ed5620edb4c8c,BalancePro,"0","2024-11-25 11:23:05.000000","2024-11-25 11:23:05.000000",197,"2024-11-25 19:41:45.000000"
